year,month,day,weekend,hour,collision_type,injury_type,primary_factor,reported_location,unique_id
2015,11,7,Weekend,1700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E BAYLES & N STATE ROAD 37 BUSINESS,3906
2015,11,1,Weekday,1900,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,CHAPEL HILL & SR446S,3907
2015,12,4,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,3908
2015,12,5,Weekday,600,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 3RD,3909
2015,12,5,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 2ND & S HAWTHORNE,3910
2015,12,5,Weekday,1800,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BLOOMFIELD & NB ON RAMP SR37,3911
2015,12,5,Weekday,1500,2-Car,No injury/unknown,IMPROPER TURNING,N MORTON & W 7TH,3912
2015,12,5,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,E 3RD,3913
2015,12,5,Weekday,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ALLENDALE & WINSLOW,3914
2015,12,6,Weekday,300,1-Car,No injury/unknown,UNSAFE BACKING,TAPP,3915
2015,12,6,Weekday,600,1-Car,No injury/unknown,LEFT OF CENTER,ALLEN & HENDERSON,3916
2015,12,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W SR 45,3917
2015,12,6,Weekday,1100,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,7TH & WASHINGTON,3918
2015,12,4,Weekday,1200,3+ Cars,No injury/unknown,ROADWAY SURFACE CONDITION,S FAIRFAX & SOUTH WALNUT STREET,3919
2015,12,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & WALNUT,3920
2015,12,6,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE,3921
2015,12,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,WEST THIRD,3922
2015,12,6,Weekend,2100,1-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,S COLLEGE,3923
2015,12,7,Weekend,100,1-Car,Incapacitating,RAN OFF ROAD RIGHT,HANDY & MOFFETT,3924
2015,12,7,Weekend,0,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & WALNUT,3925
2015,12,7,Weekend,300,1-Car,No injury/unknown,UNSAFE SPEED,E 10TH,3926
2015,12,7,Weekend,800,2-Car,No injury/unknown,IMPROPER TURNING,2ND & HENDERSON,3927
2015,12,6,Weekday,1000,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 9TH & N WASHINGTON,3928
2015,12,7,Weekend,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & HENDERSON,3929
2015,12,7,Weekend,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD,3930
2015,12,5,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RATLIFF & THOMAS,3931
2015,12,6,Weekend,2000,Bus,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,HIGH & HILLSIDE,3932
2015,12,6,Weekday,1800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,CORY & WEST 3RD,3933
2015,12,7,Weekend,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DUNN & INDIANA,3934
2015,12,4,Weekday,1800,1-Car,Incapacitating,RAN OFF ROAD RIGHT,KINGS & SR46E,3935
2015,12,5,Weekday,2000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S BUNGER & SR45W,3936
2015,12,6,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,S LEONARD SPRINGS,3937
2015,12,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,LOGAN & VERNAL,3938
2015,12,6,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ACUFF,3939
2015,12,7,Weekend,1900,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,S HILLSDALE & W 3RD,3940
2015,12,7,Weekend,1900,1-Car,Incapacitating,UNSAFE SPEED,FISH & LYDY,3941
2015,12,7,Weekend,2200,2-Car,Non-incapacitating,IMPROPER LANE USAGE,3RD & SWAIN,3942
2015,12,7,Weekend,2300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SOUTH ROGERS & WEST 2ND,3943
2015,12,1,Weekend,200,2-Car,No injury/unknown,UNSAFE BACKING,3RD & COLLEGE,3944
2015,12,1,Weekend,200,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,ATWATER & HENDERSON,3945
2015,12,7,Weekend,2200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,MESA & STIPP,3946
2015,12,7,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,8TH & COLLEGE,3947
2015,12,1,Weekend,1200,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SALE & SR46W,3948
2015,12,1,Weekend,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E 3RD & SO KINGSTON,3949
2015,12,1,Weekend,1300,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,W 6TH,3950
2015,12,1,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & PETE ELLIS,3951
2015,12,7,Weekend,2100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & SUNRISE,3952
2015,12,1,Weekday,1900,3+ Cars,Non-incapacitating,UNSAFE SPEED,KINSER & SR45W,3953
2015,12,7,Weekend,2100,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,3315 E LONGVIEW & KINGSTON,3954
2015,12,1,Weekday,1900,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,NORTH KINSER & WEST WINDING,3955
2015,12,2,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,E LONGVIEW,3956
2015,12,2,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S MULLER & W 3RD,3957
2015,12,2,Weekday,1100,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,E BLUE RIDGE & N WALNUT,3958
2015,12,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,EVANS,3959
2015,12,2,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ACADIA,3960
2015,12,2,Weekday,1500,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,ROCKPORT & TAPP,3961
2015,12,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,SEVENTH & UNION,3962
2015,12,2,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S MILL STONE & S SARE,3963
2015,12,2,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N KINSER & SR37N,3964
2015,12,6,Weekday,1600,2-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,W SIERRA,3965
2015,12,3,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,W KIRKWOOD,3966
2015,12,2,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & W BLOOMFIELD,3967
2015,12,3,Weekday,1100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & STATE ROAD 37,3968
2015,12,3,Weekday,1100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,FORREST & TENTH,3969
2015,12,3,Weekday,1200,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,EAST 17TH,3970
2015,12,3,Weekday,1200,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,3RD & WASHINGTON,3971
2015,12,1,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,1309 E 10TH (DOCK) & FEE,3972
2015,12,2,Weekday,1600,2-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,N SMITH & W NELSON,3973
2015,12,3,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S LEONARD SPRINGS & W STAPLETON,3974
2015,12,5,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DAPHNE & SR45W,3975
2015,12,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KETCHAM RUNABOUT & S OLD SR 37,3976
2015,12,6,Weekend,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,KETCHAM & POPCORN,3977
2015,12,5,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,3978
2015,12,3,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,GATES & SR48W,3979
2015,12,4,Weekday,600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & SO PETE ELLIS,3980
2015,12,4,Weekday,900,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & WALNUT,3981
2015,12,2,Weekday,200,2-Car,No injury/unknown,UNSAFE BACKING,N UNION VALLEY & W MCNEELY,3982
2015,12,2,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FULLERTON & ROCKPORT,3983
2015,12,4,Weekday,1300,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37S & SR45W,3984
2015,12,4,Weekday,1400,2-Car,Incapacitating,UNSAFE BACKING,S WALNUT STREET,3985
2015,12,4,Weekday,1600,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,15TH & COLLEGE,3986
2015,12,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,4TH & DUNN,3987
2015,12,4,Weekday,1700,2-Car,No injury/unknown,IMPROPER PASSING,3RD & CURRY,3988
2015,12,4,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & HIGH,3989
2015,12,5,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRIMES & WALNUT,3990
2015,12,5,Weekday,900,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,COLLEGE MALL & MOORES,3991
2015,12,5,Weekday,1000,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 17TH,3992
2015,12,5,Weekday,1000,2-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,SR37N & W VERNAL,3993
2015,12,5,Weekday,1000,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,4000 W 3RD & CURRY,3994
2015,12,5,Weekday,1100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & FESS,3995
2015,12,4,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & SMITH,3996
2015,12,5,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N COLLEGE & W RILEY,3997
2015,12,5,Weekday,1100,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,JORDAN & THIRD,3998
2015,12,5,Weekday,1300,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COUNTRY CLUB & S WALNUT,3999
2015,12,5,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HEDRICK & WEST STATE ROAD 46,4000
2015,12,4,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,4001
2015,12,5,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S ROGERS & W KIRKWOOD,4002
2015,12,5,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,N FEE,4003
2015,12,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S HENDERSON,4004
2015,11,6,Weekday,700,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,W 8TH,4005
2015,12,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W STATE ROAD 45 & WALMART,4006
2015,12,3,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,W CLEAR CREEK,4007
2015,12,2,Weekday,2100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,MCNEELY & N UNION VALLEY,4008
2015,12,5,Weekday,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,OLD RICHARDSON & SR446S,4009
2015,12,5,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,13TH & INDIANA,4010
2015,12,6,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,KINSER & SR4546W,4011
2015,12,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & S GRANT,4012
2015,12,6,Weekday,1100,1-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,4013
2015,12,6,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,3RD & BALLANTINE,4014
2015,12,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & GRANT,4015
2015,12,6,Weekday,1600,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S WALNUT,4016
2015,12,6,Weekday,1700,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,BRYANTS CREEK & SR37N,4017
2015,12,6,Weekday,1800,Bus,No injury/unknown,UNSAFE BACKING,N FEE,4018
2015,12,6,Weekday,1400,1-Car,No injury/unknown,DRIVER ILLNESS,OARD & SR48,4019
2015,12,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,N GATES,4020
2015,12,6,Weekend,2200,2-Car,No injury/unknown,UNSAFE BACKING,EAST 7TH,4021
2015,12,7,Weekend,100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & GATES,4022
2015,12,6,Weekend,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR46W & STINESVILLE,4023
2015,12,7,Weekend,100,Pedestrian,Incapacitating,PEDESTRIAN ACTION,E 3RD & S WOODLAWN,4024
2015,12,6,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CLARIZZ & COVENANTER,4025
2015,12,7,Weekend,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E ROGERS & THE STANDS,4026
2015,12,7,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & PETE ELLIS,4027
2015,12,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N MADISON & W 17TH,4028
2015,12,7,Weekend,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & SR46W,4029
2015,12,7,Weekend,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST ATWATER & NORTH DUNN,4030
2015,12,6,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,GARRISON CHAPEL & SR48W,4031
2015,12,7,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & COVENANTER,4032
2015,12,7,Weekend,1600,2-Car,No injury/unknown,IMPROPER PASSING,3RD & COLLEGE MALL,4033
2015,12,7,Weekend,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,NORTH COLLEGE & WEST 6TH,4034
2015,12,6,Weekday,1700,1-Car,No injury/unknown,UNSAFE SPEED,MONROE DAM & VALLEY MISSION,4035
2015,12,7,Weekend,2100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,3RD & COLLEGE,4036
2015,12,7,Weekend,300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S YOST,4037
2015,12,1,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,3RD & JORDAN,4038
2015,12,1,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 5TH & S JEFFERSON,4039
2015,12,5,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FAIRFAX & OLD STATE ROAD 37,4040
2015,12,1,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALMART,4041
2015,12,7,Weekend,1400,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD,4042
2015,12,7,Weekend,1700,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,HIGHLAND & HILLSIDE,4043
2015,12,1,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEN & PATTERSON,4044
2015,12,7,Weekend,1900,2-Car,No injury/unknown,IMPROPER LANE USAGE,KINSER,4045
2015,12,1,Weekend,100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD & LANDMARK,4046
2015,12,7,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX & SOUTH WALNUT,4047
2015,12,7,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR46E & TRAILWAY,4048
2015,12,2,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ASSOCIATION & EDGEWOOD,4049
2015,12,5,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRWAY & ROGERS,4050
2015,12,6,Weekday,1400,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,RHORER & WALNUT,4051
2015,12,2,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & SR37N,4052
2015,12,2,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NORTH KINSER & WEST CLUBHOUSE,4053
2015,12,2,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,E HOMESTEAD & MEADOWBROOK,4054
2015,12,2,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GRAHAM & HENDERSON,4055
2015,12,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W & W ELLER,4056
2015,12,7,Weekend,1900,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,KETCHEM & S OLD STATE ROAD 37,4057
2015,12,2,Weekday,1200,3+ Cars,Incapacitating,UNSAFE SPEED,E 3RD & ST RD 45 46 BYPASS,4058
2015,12,2,Weekday,700,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,OLD SR37,4059
2015,12,2,Weekday,1100,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,FOX HOLLOW & SR37,4060
2015,12,2,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E KIRKWOOD,4061
2015,12,3,Weekday,600,1-Car,No injury/unknown,LEFT OF CENTER,E SMITH & S WASHINGTON,4062
2015,12,1,Weekend,900,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,PAYNETOWN & SR446S,4063
2015,12,2,Weekday,1900,2-Car,No injury/unknown,IMPROPER TURNING,NORTH GATES & WEST JONATHON,4064
2015,12,3,Weekday,1100,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GOURLEY,4065
2015,12,3,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,NORTH FEE,4066
2015,12,3,Weekday,2200,2-Car,No injury/unknown,ACCELERATOR FAILURE OR DEFECTIVE,SR46W,4067
2015,12,3,Weekday,2100,1-Car,Incapacitating,RAN OFF ROAD RIGHT,ROGERS & STANDS,4068
2015,12,4,Weekday,900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,FESS & HUNTER,4069
2015,12,4,Weekday,900,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S & VERNAL,4070
2015,12,4,Weekday,900,2-Car,No injury/unknown,VIEW OBSTRUCTED,CORY & THIRD,4071
2015,12,4,Weekday,1100,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GATES & JACOB,4072
2015,12,3,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE & STATE ROAD 45 46,4073
2015,12,2,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH OLD STATE ROAD 37,4074
2015,12,4,Weekday,1500,1-Car,No injury/unknown,UNSAFE BACKING,N UNION,4075
2015,12,4,Weekday,1700,Bus,No injury/unknown,FOLLOWING TOO CLOSELY,FEE & MCNUTT,4076
2015,12,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45 & SR46,4077
2015,12,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RAMP 14 & W BLOOMFIELD,4078
2015,12,2,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,4079
2015,12,4,Weekday,1600,2-Car,No injury/unknown,IMPROPER PASSING,S VICTOR & SR37S,4080
2015,12,4,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,GRIMES & WALNUT,4081
2015,12,4,Weekday,1900,2-Car,No injury/unknown,WRONG WAY ON ONE WAY,BLOOMFIELD & LIBERTY,4082
2015,12,5,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HEDRICK & STINESVILLE,4083
2015,12,5,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E WINSLOW,4084
2015,12,4,Weekday,800,1-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,I69,4085
2015,12,4,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,N GATES & W RUNKLE,4086
2015,12,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ARCH HAVEN & S LANDMARK,4087
2015,12,5,Weekday,800,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,LAKEVIEW,4088
2015,12,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,4089
2015,12,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROGERS & SARE,4090
2015,12,5,Weekday,1600,2-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,ALLEN & PATTERSON,4091
2015,12,5,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E ATWATER & S MITCHELL,4092
2015,12,5,Weekday,2100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & THIRD,4093
2015,12,5,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CATHCART & SARE,4094
2015,12,6,Weekend,2300,1-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,LAKEVIEW & SR46W,4095
2015,12,6,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E BUCKINGHAM & WESTMINSTER,4096
2015,12,6,Weekday,1100,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,4097
2015,12,6,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SHEFFIELD,4098
2015,12,5,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BASSWOOD & SR45,4099
2015,12,5,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,S OLD STATE ROAD 37,4100
2015,12,6,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,HARRELL & SCHACHT,4101
2015,12,6,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KMART & W 3RD,4102
2015,12,6,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD,4103
2015,12,6,Weekday,1800,Pedestrian,Incapacitating,PEDESTRIAN ACTION,S PATTERSON & W 3RD,4104
2015,12,6,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2750 S WALNUT & WINSLOW,4105
2015,12,5,Weekday,1000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,STATE ROAD 45,4106
2015,12,6,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,4107
2015,12,6,Weekday,1600,Pedestrian,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S LIBERTY,4108
2015,12,7,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,7769 S ZIKES & STATE ROAD 37,4109
2015,12,6,Weekday,700,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,KINSER & SR4546W,4110
2015,12,7,Weekend,1000,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH WALNUT,4111
2015,12,7,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & SO GRANT,4112
2015,12,7,Weekend,1200,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & KINGSTON,4113
2015,12,6,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,WALNUT & WINSLOW,4114
2015,12,6,Weekday,1800,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,4115
2015,12,4,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,3RD,4116
2015,12,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CONSTITUTION & CURRY,4117
2015,12,6,Weekend,1900,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BURMA & SR37N,4118
2015,12,7,Weekend,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,4119
2015,12,7,Weekend,2000,1-Car,Incapacitating,RAN OFF ROAD RIGHT,BLOOMFIELD & SR37S,4120
2015,12,7,Weekend,1400,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,N GATES & W JACOB,4121
2015,12,7,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR 45 & SR37S,4122
2015,12,7,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W SR 45,4123
2015,12,6,Weekday,1300,1-Car,No injury/unknown,IMPROPER TURNING,SR46W,4124
2015,12,1,Weekend,1100,2-Car,No injury/unknown,IMPROPER TURNING,N GATES,4125
2015,12,7,Weekend,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,1712 S HIGH & ARDEN,4126
2015,12,5,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALEXANDER & GATES,4127
2015,12,6,Weekday,1100,2-Car,No injury/unknown,OVERSIZE/OVERWEIGHT LOAD,BURMA & SR37N,4128
2015,12,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N GATES & W 3RD,4129
2015,12,1,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD,4130
2015,12,1,Weekday,2200,2-Car,No injury/unknown,IMPROPER TURNING,E 3RD,4131
